No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
533,2-naphthalen-2-ylethanol,9.462397998,26157-05-1,OCCc1ccc2ccccc2c1,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
534,2-propanol,7.959041392,67-63-0,CC(C)O,1,25.0,10.1021/acs.est.5b03078,alkane,Aliphatic hydrocarbons
535,2-propanol,7.913813852,67-63-0,CC(C)O,7,23.0,10.1021/acs.est.5b03078,alkane,Aliphatic hydrocarbons
536,2-propanol,7.505149978,67-63-0,CC(C)O,7.5,20.0,10.1021/acs.est.5b03078,alkane,Aliphatic hydrocarbons
537,2-propanol,7.913813852,67-63-0,CC(C)O,,22.85,10.1021/acs.est.5b03078,alkane,Aliphatic hydrocarbons
538,2-propanol,7.929418926,67-63-0,CC(C)O,9,25.0,10.1021/acs.est.5b03078,alkane,Aliphatic hydrocarbons
539,2-propanol,7.903089987,67-63-0,CC(C)O,7,25.0,10.1021/acs.est.5b03078,alkane,Aliphatic hydrocarbons
540,2-propanol,7.929418926,67-63-0,CC(C)O,4.4,25.0,10.1021/acs.est.5b03078,alkane,Aliphatic hydrocarbons
541,2-{[(2E)-3-(4-Pentylphenyl)-2-propenoyl]amino}benzoic acid,9.399673721,,CCCCCc1ccc(\C=C\C(=O)Nc2ccccc2C(O)=O)cc1,,,https://doi.org/10.1021/acs.est.1c04326,benzene,Aromatic & PAHs
542,2.3-Dimethvl-2.3-butanedio,6.414973348,21122-68-9,CCCCCCCO,,22.0,10.1021/acs.est.5b03078,alkane,Aliphatic hydrocarbons
543,2–Bromotoluene,9.3617,95–46–5,CC1=CC=CC=C1Br,,,https://doi.org/10.1021/jp971986a,cyclo,Aromatic & PAHs
544,2–Chlorotoluene,9.2304,95–49–8,CC1=CC=CC=C1Cl,,,https://doi.org/10.1021/jp971986a,cyclo,Aromatic & PAHs
545,2–Hydroxybenzothiazole,9.6721,934–34–9,O=C1NC2=CC=CC=C2S1,,,https://doi.org/10.1021/acs.est.6b00701,"sulfide, disulfide",Sulfur-containing organics
546,2–Methoxybenzoate,9.8451,579–75–9,COC1=CC=CC=C1C(O)=O,,,https://doi.org/10.1021/j100516a007,alcohol,Oxygenated organics
547,2–Methylthiobenzothiazole,9.1461,615–22–5,CSC1=NC2=CC=CC=C2S1,,,https://doi.org/10.1021/acs.est.6b00701,"sulfide, disulfide",Sulfur-containing organics
548,2–Toluate,9.1461,118–90–1,OC(C1=CC=CC=C1C)=O,,,https://doi.org/10.1021/ja00443a030,alcohol,Oxygenated organics
549,"3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",9.146128036,,CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,,,https://doi.org/10.1021/acs.est.1c04326,cyclo,Aromatic & PAHs
550,"3,3-dimethyl-7-oxo-6-[[2-(phenoxy)acetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",9.378397901,36214-20-7,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)O)C,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
551,"3,4,5-Trimethoxy-benzoate ion",9.698970004,7251-49-2,COc1cc(C(=O)[O-])cc(OC)c1OC,7,25.0,10.1063/1.555808,diol,Polyfunctional / highly functionalized
552,"3,4,5-Trimethoxybenzoate",9.699,6178-46-7,COC1=CC(=CC(=C1OC)OC)C(=O)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.138816,diol,Polyfunctional / highly functionalized
553,"3,4,5-Trimethoxybenzoic acid",9.698970004,118-41-2,COC1=CC(=CC(=C1OC)OC)C(=O)O,,,NIST,diol,Polyfunctional / highly functionalized
554,"3,4,5-trimethoxy-benzoate",9.698970004,6178-46-7,COC1=CC(=CC(=C1OC)OC)C(=O)[O-],7,20.0,10.1063/1.555808,diol,Polyfunctional / highly functionalized
555,"3,4,5-trimethoxybenzoate",9.699,6178-46-7,COC1=CC(=CC(=C1OC)OC)C(=O)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.138892,diol,Polyfunctional / highly functionalized
556,"3,4,5-trimethoxybenzoate",9.698970004,6178-46-7,COC1=CC(=CC(=C1OC)OC)C(=O)[O-],>3,,https://doi.org/10.1021/j100516a007,diol,Polyfunctional / highly functionalized
557,"3,4,5-trimethoxybenzoate",9.698970004,6178-46-7,COC1=CC(=CC(=C1OC)OC)C(=O)[O-],7,,10.1063/1.555808,diol,Polyfunctional / highly functionalized
558,"3,4,5-trimethoxybenzoate",9.698970004,446299-37-2,COc1cc(cc(OC)c1OC)C([O-])=O,,,https://doi.org/10.1021/acs.est.1c04326,diol,Polyfunctional / highly functionalized
559,"3,4,5-trimethoxybenzoate",9.699,6178-46-7,COC1=CC(=CC(=C1OC)OC)C(=O)[O-],,,https://doi.org/10.1016/j.jhazmat.2025.137918,diol,Polyfunctional / highly functionalized
560,"3,4,5–trimethoxybenzoate",9.699,118–41–2,COC1=CC(=CC(=C1OC)OC)C(=O)[O-],,,10.1021/j100516a007,diol,Polyfunctional / highly functionalized
561,"3,4,6-Trimethoxy-s-triazine",7.707570176,14121-39-2,c1cnnnc1,7,,10.1021/es503496u,cyclo,Aromatic & PAHs
562,"3,4,6-trimethoxy-s-triazine",7.707570176,14121-39-2,COC1=NC(OC)N(OC)C=N1,7.8,,10.1021/es503496u,alcohol,Oxygenated organics
563,"3,4-Dichloroaniline",9.6721,95-76-1,C1=CC(=C(C=C1N)Cl)Cl,,,https://doi.org/10.1016/j.jhazmat.2025.137924,halogeneted,Halogenated organics
564,"3,4-Dichloroaniline",9.672097858,33663-46-6,C1=CC(=C(C=C1N)Cl)Cl,7,,https://doi.org/10.1002/cphc.200500004,halogeneted,Halogenated organics
565,"3,4-Dichloroaniline",9.672097858,33663-46-6,C1=CC(=C(C=C1N)Cl)Cl,7,24.85,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
566,"3,4-Dichloroaniline",9.6721,95-76-1,C1=CC(=C(C=C1N)Cl)Cl,,,https://doi.org/10.1016/j.jhazmat.2025.138278,halogeneted,Halogenated organics
567,"3,4-Dimethoxy-benzoate ion",9.653212514,59670-49-4,COc1ccc(C(=O)[O-])cc1OC,7,25.0,10.1016/j.watres.2017.03.015,diol,Polyfunctional / highly functionalized
568,"3,4-Dimethoxybenzoate ion",9.653212514,59670-49-4,COc1ccc(C(=O)[O-])cc1OC,,,NIST,diol,Polyfunctional / highly functionalized
569,"3,4-dihydroxy-4-oxobutanoate",6.929418926,2649081-97-8,OC(CC([O-])=O)C(O)=O,,,https://doi.org/10.1021/acs.est.1c04326,diol,Polyfunctional / highly functionalized
570,"3,4-dimethoxy benzoate",9.653212514,59670-49-4,COc1ccc(C(=O)[O-])cc1OC,>3,,https://doi.org/10.1021/j100516a007,diol,Polyfunctional / highly functionalized
571,"3,4-dimethoxy benzoate",9.653212514,59670-49-4,COc1ccc(C(=O)[O-])cc1OC,7,,10.1016/j.watres.2017.03.015,diol,Polyfunctional / highly functionalized
572,"3,4-dimethoxy benzoate",9.6532,59670-49-4,COc1ccc(C(=O)[O-])cc1OC,,,https://doi.org/10.1016/j.jhazmat.2025.137925,diol,Polyfunctional / highly functionalized
573,"3,4-dimethoxy-benzoate",9.653212514,59670-49-4,COc1ccc(C(=O)[O-])cc1OC,7,20.0,10.1016/j.watres.2017.03.015,diol,Polyfunctional / highly functionalized
574,"3,4–Dichloroaniline",9.6721,95–76–1,NC1=CC=C(Cl)C(Cl)=C1,,,http://dx.doi.org/10.4236/ajac.2014.58060,cyclo,Aromatic & PAHs
575,"3,4–Dimethoxy benzoate",9.6532,93–07–2,COC1=CC=C(C(O)=O)C=C1OC,,,10.1021/j100516a007,diol,Polyfunctional / highly functionalized
576,"3,5-Dimethoxy-benzoate ion",9.6435,17275-82-0,COc1cc(OC)cc(C(=O)[O-])c1,,,https://doi.org/10.1016/j.chemosphere.2023.138805,alcohol,Oxygenated organics
577,"3,5-Dimethoxy-benzoate ion",9.643452676,17275-82-0,COc1cc(OC)cc(C(=O)[O-])c1,7,25.0,10.1063/1.555808,alcohol,Oxygenated organics
578,"3,5-dimethoxy-benzoate",9.643452676,17275-82-0,COc1cc(OC)cc(C(=O)[O-])c1,7,20.0,10.1063/1.555808,alcohol,Oxygenated organics
579,"3,5-dimethoxybenzoate",9.643452676,287115-69-9,COc1cc(OC)cc(c1)C([O-])=O,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
580,"3,5-dimethoxybenzoate",9.6435,17275-82-0,COC1=CC(=CC(=C1)C(=O)[O-])OC,,,https://doi.org/10.1016/j.jhazmat.2025.137927,diol,Polyfunctional / highly functionalized
581,"3,5-dimethoxybenzoate",9.643452676,17275-82-0,COC1=CC(=CC(=C1)C(=O)[O-])OC,>3,,https://doi.org/10.1021/j100516a007,diol,Polyfunctional / highly functionalized
582,"3,5-dimethoxybenzoate",9.643452676,17275-82-0,COc1cc(OC)cc(C(=O)[O-])c1,7,,10.1063/1.555808,alcohol,Oxygenated organics
583,"3,5–Dimethoxybenzoate",9.6435,17275-82-0,COc1cc(OC)cc(C(=O)[O-])c1,,,10.1021/j100516a007,alcohol,Oxygenated organics
584,"3,7,8,10-tetramethylbenzo[g]pteridine-2,4-dione",9.9031,18636-32-3,CC1=CC2=C(C=C1C)N(C3=NC(=O)N(C(=O)C3=N2)C)C,,,https://doi.org/10.1016/j.jhazmat.2025.137903,alkane,Aliphatic hydrocarbons
585,"3,7,8,10-tetramethylbenzo[g]pteridine-2,4-dione",9.903089987,18636-32-3,CN1C(=O)N=C2N(C)c3cc(C)c(C)cc3N=C2C1=O,,,https://doi.org/10.1021/acs.est.1c04326,benzene,Aromatic & PAHs
586,3-(Aminooxy)-1-propanamine,9.382017043,61718-37-4,NCCCON,,,https://doi.org/10.1021/acs.est.1c04326,amide,Nitrogen-containing organics
587,3-Bromotoluene,9.230448921,591-17-3,CC1=CC(=CC=C1)Br,,,https://doi.org/10.1021/jp971986a,alkane,Aliphatic hydrocarbons
588,3-Bromotoluene,9.230448921,591-17-3,Cc1cccc(Br)c1,,25.0,10.1016/j.chemosphere.2018.12.156,benzene,Aromatic & PAHs
589,3-Bromotoluene,9.2304,591-17-3,CC1=CC(=CC=C1)Br,,,https://doi.org/10.1016/j.chemosphere.2023.138902,alkane,Aliphatic hydrocarbons
590,3-Butenenitrile,9.041392685,109-75-1,C=CCC#N,7,,NIST,halogeneted,Halogenated organics
591,3-Chlorophenol,9.963787827,1214728-66-1,Oc1cccc(Cl)c1,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
592,3-Chlorotoluene,8.954242509,108-41-8,Cc1cccc(Cl)c1,,25.0,10.1016/j.chemosphere.2018.12.156,benzene,Aromatic & PAHs
593,3-Chlorotoluene,8.9542,108-41-8,CC1=CC(=CC=C1)Cl,,,https://doi.org/10.1016/j.chemosphere.2023.138903,alkane,Aliphatic hydrocarbons
594,3-Chlorotoluene,8.954242509,108-41-8,CC1=CC(=CC=C1)Cl,,,https://doi.org/10.1021/jp971986a,alkane,Aliphatic hydrocarbons
595,3-Methoxybenzoate,9.880813592,10259-22-0,COC1=CC=CC(=C1)C(=O)[O-],>3,,https://doi.org/10.1021/j100516a007,alcohol,Oxygenated organics
596,3-Methoxybenzoate,9.880813592,10259-22-0,COc1cccc(C(=O)[O-])c1,7,,10.1063/1.555808,alcohol,Oxygenated organics
597,3-Methoxybenzoate ion,9.880813592,10259-22-0,COc1cccc(C(=O)[O-])c1,3,,NIST,alcohol,Oxygenated organics
598,3-Methoxybenzoate ion,9.8808,10259-22-0,COc1cccc(C(=O)[O-])c1,,,https://doi.org/10.1016/j.chemosphere.2023.138804,alcohol,Oxygenated organics
599,3-Methoxybenzoate ion,9.880813592,10259-22-0,COc1cccc(C(=O)[O-])c1,7,25.0,10.1063/1.555808,alcohol,Oxygenated organics
600,3-Methylbenzenesulfonic acid,9.176091259,617-97-0,CC1=CC(=CC=C1)S(=O)(=O)O,2.7,,NIST,"sulfide, disulfide",Sulfur-containing organics
601,3-Methylbenzoate ion,9.301029996,99-04-7,CC1=CC(=CC=C1)C(=O)O,7,,NIST,alkane,Aliphatic hydrocarbons
602,3-Methylbenzoic acid,9.5185,99-04-7,CC1=CC(=CC=C1)C(=O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138145,alkane,Aliphatic hydrocarbons
603,3-Methylbenzoic acid,9.301029996,99-04-7,Cc1cccc(c1)C(O)=O,,,https://doi.org/10.1021/acs.est.1c04326,alkane,Aliphatic hydrocarbons
604,3-Methylindole,10.07918125,173345-59-0,Cc1c[nH]c2ccccc12,,,https://doi.org/10.1021/acs.est.1c04326,cyclo,Aromatic & PAHs
605,3-Methylindole,10.07918125,83-34-1,Cc1c[nH]c2ccccc12,7,,10.1016/j.chemosphere.2018.12.156,cyclo,Aromatic & PAHs
606,3-Methylindole,9.301,83-34-1,CC1=CNC2=CC=CC=C12,,,https://doi.org/10.1016/j.jhazmat.2025.137965,cyclo,Aromatic & PAHs
607,3-Methylindole,9.301,83-34-1,CC1=CNC2=CC=CC=C12,,,https://doi.org/10.1016/j.jhazmat.2025.138260,cyclo,Aromatic & PAHs
608,3-Methylindole,10.07918125,83-34-1,CC1=CNC2=CC=CC=C12,7,,https://doi.org/10.1016/j.seppur.2018.02.055,cyclo,Aromatic & PAHs
609,3-Methyllumiflavine,9.903089987,18636-32-3,CC1=CC2=C(C=C1C)N(C3=NC(=O)N(C(=O)C3=N2)C)C,6.75,,NIST,alkane,Aliphatic hydrocarbons
610,3-Methylthymidine,9.544068044,958-74-7,CC1=CN(C(=O)N(C1=O)C)[C@H]2C[C@@H]([C@H](O2)CO)O,,,NIST,alkane,Aliphatic hydrocarbons
611,3-Methyluracil,9.51851394,608-34-4,CN1C(=O)C=CNC1=O,6,,NIST,halogeneted,Halogenated organics
612,3-Pentanol,8.204119983,584-02-1,CCC(CC)O,,,NIST,alkane,Aliphatic hydrocarbons
613,3-Phenylpropanoic acid,8.2041,286367-71-3,C1=CC=C(C=C1)CCC(=O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138153,halogeneted,Halogenated organics
614,3-Phenylpropanoic acid,9.204119983,40620-59-5,OC(=O)CCc1ccccc1,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
615,3-Toluate,9.2041,120-33-2,CC1=CC(=CC=C1)C(=O)[O-],,,https://doi.org/10.1016/j.jhazmat.2025.137985,alkane,Aliphatic hydrocarbons
616,3-Toluate,9.176091259,120-33-2,CC1=CC(=CC=C1)C(=O)[O-],7,,?10.1007/s13762-012-0081-3,alkane,Aliphatic hydrocarbons
617,3-Toluate,9.301029996,120-33-2,CC1=CC(=CC=C1)C(=O)[O-],7,,https://doi.org/10.1021/ja00443a030,alkane,Aliphatic hydrocarbons
618,3-Toluate,9.301029996,120-33-2,Cc1cccc(C(=O)[O-])c1,7,,10.1016/j.chemosphere.2018.12.156,cyclo,Aromatic & PAHs
619,3-Toluate,9.243038049,30591-44-7,Cc1cccc(c1)C([O-])=O,,,https://doi.org/10.1021/acs.est.1c04326,alkane,Aliphatic hydrocarbons
620,3-Toluate ion,9.1139,9052-45-3,CC1=CC(=CC=C1)C(=O)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.138814,alkane,Aliphatic hydrocarbons
621,3-[6-(4-chloro-3-ethylphenoxy)hexyl]-2-(4-chlorophenyl)quinazolin-4-one,8.556302501,4641-33-2,CCc1cc(OCCCCCCN2C(=O)c3ccccc3N=C2c4ccc(Cl)cc4)ccc1Cl,,,https://doi.org/10.1021/acs.est.1c04326,benzene,Aromatic & PAHs
622,3-acetyloxypropyl acetate,6.633468456,96190-26-0,CC(=O)OCCCOC(C)=O,,,https://doi.org/10.1021/acs.est.1c04326,diol,Polyfunctional / highly functionalized
623,3-chloroaniline,9.4839,108-42-9,C1=CC(=CC(=C1)Cl)N,,,https://doi.org/10.1016/j.jhazmat.2025.138331,halogeneted,Halogenated organics
624,3-methoxybenzoate,9.880813592,1220021-08-8,COc1cccc(c1)C([O-])=O,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
625,3-methoxybenzoate,9.880813592,10259-22-0,COc1cccc(C(=O)[O-])c1,7,20.0,10.1063/1.555808,alcohol,Oxygenated organics
626,"3-methyl-1H-pyrimidine-2,4-dione",9.51851394,1522018-93-4,CN1C(=O)NC=CC1=O,,,https://doi.org/10.1021/acs.est.1c04326,halogeneted,Halogenated organics
627,3-methylphenol,9.818225894,41701-84-2,Cc1cccc(O)c1,,,https://doi.org/10.1021/acs.est.1c04326,benzene,Aromatic & PAHs
628,3-methylphenol,10.0792,108-39-4,CC1=CC(=CC=C1)O,,,https://doi.org/10.1016/j.jhazmat.2025.138231,alkane,Aliphatic hydrocarbons
629,3-pentanol,9.8182,584-02-1,CCC(CC)O,,,https://doi.org/10.1016/j.jhazmat.2025.138229,alkane,Aliphatic hydrocarbons
630,3-pentanol,8.204119983,584-02-1,CCC(O)CC,,22.85,10.1002/kin.550250307,alkane,Aliphatic hydrocarbons
631,3-pentanol,8.204119983,584-02-1,CCC(O)CC,7,22.0,10.1002/kin.550250307,alkane,Aliphatic hydrocarbons
632,perhydroxyl radical,9.544068044,3170-83-0,O[O-],,,https://doi.org/10.1021/acs.est.1c04326,phosphorus,Phosphorus-containing organics
633,3–Bromotoluene,9.2304,591–17–3,CC1=CC=CC(Br)=C1,,,https://doi.org/10.1021/jp971986a,cyclo,Aromatic & PAHs
634,3–Methoxybenzoate,9.8808,586–38–9,OC(C1=CC=CC(OC)=C1)=O,,,https://doi.org/10.1021/j100516a007,alcohol,Oxygenated organics
635,3–Toluate,9.301,99–04–7,CC1=CC(C(O)=O)=CC=C1,,,https://doi.org/10.1021/ja00443a030,cyclo,Aromatic & PAHs
636,"4-(1-Hydroxy-1-methylethyl)-1,2,4-trimethylcyclohexene",9.633468456,103694-69-5,,,,NIST,cyclo,Aromatic & PAHs
637,4-(1-Hydroxy-1-methylethyl)cyclohexene,9.662757832,90645-55-9,OC(C)(C)C1CC=CCC1,,,NIST,alcohol,Oxygenated organics
638,4-(2-Hydroxyethyl)phenol,9.301,5034-68-4,C1=CC(=CC=C1CCO)O,,,https://doi.org/10.1016/j.jhazmat.2025.137967,halogeneted,Halogenated organics
639,4-(2-Hydroxyethyl)phenol,9.238046103,5034-68-4,C1=CC(=CC=C1CCO)O,7,,https://doi.org/10.1016/j.jhazmat.2018.06.062,halogeneted,Halogenated organics
640,4-(2-Hydroxyethyl)phenol,9.238046103,5034-68-4,OCCc1ccc(O)cc1,7,,10.1016/j.chemosphere.2018.12.156,alcohol,Oxygenated organics
641,4-(2-Hydroxyethyl)phenol,9.301,5034-68-4,C1=CC(=CC=C1CCO)O,,,https://doi.org/10.1016/j.jhazmat.2025.138213,halogeneted,Halogenated organics
642,4-(2-Hydroxyethyl)phenol,9.238046103,342880-86-8,OCCc1ccc(O)cc1,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
643,4-ACETYLBENZOIC ACID,9.238,586-89-0,CC(=O)C1=CC=C(C=C1)C(=O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138129,alkane,Aliphatic hydrocarbons
644,4-ACETYLBENZOIC ACID,8.301029996,229315-91-7,CC(=O)c1ccc(cc1)C(O)=O,,,https://doi.org/10.1021/acs.est.1c04326,alkane,Aliphatic hydrocarbons
645,4-Acetylbenzoate,8.301029996,1794844-86-2,CC(=O)c1ccc(cc1)C([O-])=O,,,https://doi.org/10.1021/acs.est.1c04326,alkane,Aliphatic hydrocarbons
646,4-Acetylbenzoate,8.301029996,119839-27-9,CC(=O)C1=CC=C(C=C1)C(=O)[O-],7,,https://doi.org/10.1021/ja00443a030,alkane,Aliphatic hydrocarbons
647,4-Acetylbenzoate,9.301029996,119839-27-9,CC(=O)c1ccc(C(=O)[O-])cc1,7,,10.1063/1.555808,cyclo,Aromatic & PAHs
648,4-Acetylbenzoate ion,8.301,119838-69-6,CC(=O)c1ccc(C(=O)[O-])cc1,,,https://doi.org/10.1016/j.chemosphere.2023.138793,cyclo,Aromatic & PAHs
649,4-Acetylbenzoate ion,8.301029996,119838-69-6,CC(=O)c1ccc(C(=O)[O-])cc1,7,,NIST,cyclo,Aromatic & PAHs
650,4-Bromoaniline,9.4839,106-40-1,C1=CC(=CC=C1N)Br,,,https://doi.org/10.1016/j.jhazmat.2025.138334,halogeneted,Halogenated organics
651,4-Bromobenzoate ion,9.0,16449-27-7,O=C([O-])c1ccc(Br)cc1,7,,https://doi.org/10.1021/ja00443a030,benzene,Aromatic & PAHs
652,4-Bromobenzoate ion,9.0,16449-27-7,,7,,NIST,amine,Nitrogen-containing organics
653,4-Bromobenzoate ion,9.0,16449-27-7,O=C([O-])c1ccc(Br)cc1,7,,10.1063/1.555808,benzene,Aromatic & PAHs
654,4-Bromobenzoic acid,9.0,586-76-5,C1=CC(=CC=C1C(=O)O)Br,,,https://doi.org/10.1016/j.jhazmat.2025.138132,halogeneted,Halogenated organics
655,4-Bromobenzoic acid,9.0,586-76-5,C1=CC(=CC=C1C(=O)O)Br,,,https://doi.org/10.1016/j.jhazmat.2025.138006,halogeneted,Halogenated organics
656,4-Bromobenzoic acid,9.0,258273-37-9,OC(=O)c1ccc(Br)cc1,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
657,4-Bromotoluene,9.0,106-38-7,CC1=CC=C(C=C1)Br,,,https://doi.org/10.1016/j.chemosphere.2023.138904,alkane,Aliphatic hydrocarbons
658,4-Bromotoluene,9.0,106-38-7,Cc1ccc(Br)cc1,,25.0,10.1016/j.chemosphere.2018.12.156,benzene,Aromatic & PAHs
659,4-Bromotoluene,9.0,106-38-7,CC1=CC=C(C=C1)Br,,,https://doi.org/10.1016/j.jhazmat.2025.138004,alkane,Aliphatic hydrocarbons
660,4-Bromotoluene,9.0,106-38-7,CC1=CC=C(C=C1)Br,,,https://doi.org/10.1021/jp971986a,alkane,Aliphatic hydrocarbons
661,4-CH3C6H4SO3-,9.176091259,16722-51-3,,2.5,,NIST,alkane,Aliphatic hydrocarbons
662,4-Chlorbenzoate ion,8.5563,4641-33-2,O=C([O-])c1ccc(Cl)cc1,,,https://doi.org/10.1016/j.chemosphere.2023.138795,benzene,Aromatic & PAHs
663,4-Chlorobenzoate,8.556302501,99500-37-5,C1=CC(=CC=C1C(=O)[O-])Cl,7,,NIST,halogeneted,Halogenated organics
664,4-Chlorobenzoate ion,8.556302501,4641-33-2,O=C([O-])c1ccc(Cl)cc1,7,,https://doi.org/10.1021/ja00443a030,benzene,Aromatic & PAHs
665,4-Chlorobenzoate ion,8.556302501,4641-33-2,O=C([O-])c1ccc(Cl)cc1,7,,10.1063/1.555808,benzene,Aromatic & PAHs
666,4-Chlorobenzoic acid,8.5563,1974/11/3,C1=CC(=CC=C1C(=O)O)Cl,,,https://doi.org/10.1016/j.jhazmat.2025.138027,halogeneted,Halogenated organics
667,4-Chlorobenzoic acid,8.556302501,85577-25-9,OC(=O)c1ccc(Cl)cc1,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
668,4-Chlorotoluene,8.5563,106-43-4,CC1=CC=C(C=C1)Cl,,,https://doi.org/10.1016/j.jhazmat.2025.138026,alkane,Aliphatic hydrocarbons
669,4-Chlorotoluene,9.041392685,106-43-4,CC1=CC=C(C=C1)Cl,,,https://doi.org/10.1021/jp971986a,alkane,Aliphatic hydrocarbons
670,4-Chlorotoluene,9.0414,106-43-4,CC1=CC=C(C=C1)Cl,,,https://doi.org/10.1016/j.chemosphere.2023.138905,alkane,Aliphatic hydrocarbons
671,4-Chlorotoluene,9.041392685,106-43-4,Cc1ccc(Cl)cc1,,25.0,10.1016/j.chemosphere.2018.12.156,benzene,Aromatic & PAHs
672,4-Cyanobenzoate,7.51851394,17264-66-3,N#Cc1ccc(C(=O)[O-])cc1,7,,10.1016/j.chemosphere.2018.12.156,cyclo,Aromatic & PAHs
673,4-Cyanobenzoate,7.51851394,17264-66-3,C1=CC(=CC=C1C#N)C(=O)[O-],7,,https://doi.org/10.1021/ja00443a030,halogeneted,Halogenated organics
674,4-Cyanobenzoate,7.5185,17264-66-3,C1=CC(=CC=C1C#N)C(=O)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.138856,halogeneted,Halogenated organics
675,4-Cyanobenzoate,7.51851394,84877-66-7,[O-]C(=O)c1ccc(cc1)C#N,,,https://doi.org/10.1021/acs.est.1c04326,halogeneted,Halogenated organics
676,4-Cyanobenzoate ion,7.5185,17264-66-3,N#Cc1ccc(C(=O)[O-])cc1,,,https://doi.org/10.1016/j.chemosphere.2023.138796,cyclo,Aromatic & PAHs
677,4-Fluoroaniline,9.3648,371-40-4,C1=CC(=CC=C1N)F,,,https://doi.org/10.1016/j.jhazmat.2025.138332,halogeneted,Halogenated organics
678,4-Hydroxybenzoate,9.3979,178042-54-1,C1=CC(=CC=C1C(=O)O)O,,,https://doi.org/10.1016/j.chemosphere.2023.138857,halogeneted,Halogenated organics
679,4-Hydroxybenzoate,9.397940009,178042-54-1,O=C([O-])c1ccc(O)cc1,7,,10.1063/1.555808,benzene,Aromatic & PAHs
680,4-Hydroxybenzoate,9.397940009,178042-54-1,C1=CC(=CC=C1C(=O)O)O,7,,https://doi.org/10.1021/ja00443a030,halogeneted,Halogenated organics
681,4-Hydroxybenzoate ion,9.3979,456-23-5,C1=CC(=CC=C1C(=O)O)[O-],,,https://doi.org/10.1016/j.chemosphere.2023.138809,halogeneted,Halogenated organics
682,4-Hydroxybenzoic acid,9.397940009,73486-75-6,OC(=O)c1ccc(O)cc1,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
683,4-Hydroxybenzoic acid,9.3979,287399-28-4,C1=CC(=CC=C1C(=O)O)O,,,https://doi.org/10.1016/j.jhazmat.2025.137956,halogeneted,Halogenated organics
684,4-Hydroxybenzoic acid,9.3979,287399-28-4,C1=CC(=CC=C1C(=O)O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138214,halogeneted,Halogenated organics
685,4-Hydroxymethylcyclohexene,9.633468456,1679-51-2,C1CC(CC=C1)CO,,,NIST,halogeneted,Halogenated organics
686,4-Isobutylacetophenone,9.521138084,38169-39-0,CC(C)Cc1ccc(cc1)C(C)=O,,,https://doi.org/10.1021/acs.est.1c04326,alkane,Aliphatic hydrocarbons
687,4-Isobutylacetophenone,9.521138084,38861-78-8,CC(=O)c1ccc(CC(C)C)cc1,7,,https://doi.org/10.1016/j.cej.2015.01.125,cyclo,Aromatic & PAHs
688,4-Isobutylacetophenone,9.3979,38861-78-8,CC(C)CC1=CC=C(C=C1)C(=O)C,,,https://doi.org/10.1016/j.jhazmat.2025.138077,alkane,Aliphatic hydrocarbons
689,4-Isobutylacetophenone,9.521138084,38861-78-8,CC(=O)c1ccc(CC(C)C)cc1,7,,10.1016/j.chemosphere.2018.12.156,cyclo,Aromatic & PAHs
690,4-Me2NC6H4NO,9.361727836,138-89-6,CN(C1=CC=C(N=O)C=C1)C,9,,NIST,halogeneted,Halogenated organics
691,4-Methoxybenzoate,9.880813592,1335-08-6,COc1ccc(C(=O)[O-])cc1,7,,10.1016/j.chemosphere.2018.12.156,alcohol,Oxygenated organics
692,4-Methoxybenzoate,9.880813592,1335-08-6,COC1=CC=C(C=C1)C(=O)[O-],>3,,https://doi.org/10.1021/j100516a007,alcohol,Oxygenated organics
