No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
57,methyl vinyl ketone,0.26,-0.585026652,78-94-4,CC(C=C)=O,8.0,,https://dx.doi.org/10.1021/acs.est.0c07673,alkane,Aliphatic hydrocarbons
58,tiglic aldehyde,0.076,-1.119186408,497-03-0,C/C=C(C)/C=O,7.0,,https://dx.doi.org/10.1021/acs.est.0c07674,halogeneted,Halogenated organics
59,tiglic aldehyde,0.18,-0.744727495,497-03-0,C/C=C(C)/C=O,8.0,,https://dx.doi.org/10.1021/acs.est.0c07675,halogeneted,Halogenated organics
60,"2,4-hexdienal",0.25,-0.602059991,142-83-6,CC=CC=CC=O,7.0,,https://dx.doi.org/10.1021/acs.est.0c07676,alkane,Aliphatic hydrocarbons
61,"2,4-hexdienal",0.074,-1.13076828,142-83-6,CC=CC=CC=O,8.0,,https://dx.doi.org/10.1021/acs.est.0c07677,alkane,Aliphatic hydrocarbons
62,Acetone,9.8,6.991226076,67-64-1,CC(C)=O,7.0,25.0,,alkane,Aliphatic hydrocarbons
63,Formic acid,1.5,6.176091259,64-18-6,O=CO,7.0,25.0,https://doi.org/10.1039/C8EW00196K,halogeneted,Halogenated organics
64,Acetic acid,1.2,6.079181246,64-19-7,CC(=O)[O-].[H+],7.0,25.0,,alkane,Aliphatic hydrocarbons
65,Hydroxyacetone,8.2,6.913813852,116-09-6,CC(CO)=O,7.0,25.0,https://doi.org/10.1039/C8EW00196K,alkane,Aliphatic hydrocarbons
66,Pyruvic acid,4.3,6.633468456,127-17-3,CC(=O)C(=O)O,7.0,25.0,,alkane,Aliphatic hydrocarbons
67,Chlorine atom,3000000000.0,9.477121255,22537-15-1,Cl,,,NIST,halogeneted,Halogenated organics
68,Oxygen anion,7500000.0,6.875061263,11062-77-4,[O-2],,,NIST,amine,Nitrogen-containing organics
69,Propyphenazone,2130.0,3.328379603,479-92-5,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,3.0,25.0,https://doi.org/10.1016/j.cej.2014.01.049,alkane,Aliphatic hydrocarbons
70,Propyphenazone,1700.0,3.230448921,479-92-5,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,4.91,25.0,https://doi.org/10.1016/j.cej.2014.01.049,alkane,Aliphatic hydrocarbons
71,Propyphenazone,4260.0,3.629409599,479-92-5,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,6.01,25.0,https://doi.org/10.1016/j.cej.2014.01.049,alkane,Aliphatic hydrocarbons
72,Propyphenazone,4120.0,3.614897216,479-92-5,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,7.05,25.0,https://doi.org/10.1016/j.cej.2014.01.049,alkane,Aliphatic hydrocarbons
73,Propyphenazone,3970.0,3.598790507,479-92-5,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,7.54,25.0,https://doi.org/10.1016/j.cej.2014.01.049,alkane,Aliphatic hydrocarbons
74,Propyphenazone,1990.0,3.298853076,479-92-5,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,8.97,25.0,https://doi.org/10.1016/j.cej.2014.01.049,alkane,Aliphatic hydrocarbons
75,Propyphenazone,1840.0,3.264817823,479-92-5,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,9.0,25.0,https://doi.org/10.1016/j.cej.2014.01.049,alkane,Aliphatic hydrocarbons
76,Aminopyrine,2840.0,3.45331834,58-15-1,O=C1C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2,3.0,25.0,https://doi.org/10.1016/j.cej.2014.01.049,cyclo,Aromatic & PAHs
77,Aminopyrine,3550.0,3.550228353,58-15-1,O=C1C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2,5.48,25.0,https://doi.org/10.1016/j.cej.2014.01.049,cyclo,Aromatic & PAHs
78,Aminopyrine,3400.0,3.531478917,58-15-1,O=C1C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2,6.48,25.0,https://doi.org/10.1016/j.cej.2014.01.049,cyclo,Aromatic & PAHs
79,Aminopyrine,2480.0,3.394451681,58-15-1,O=C1C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2,7.05,25.0,https://doi.org/10.1016/j.cej.2014.01.049,cyclo,Aromatic & PAHs
80,Aminopyrine,1560.0,3.193124598,58-15-1,O=C1C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2,8.99,25.0,https://doi.org/10.1016/j.cej.2014.01.049,cyclo,Aromatic & PAHs
81,Aminopyrine,1420.0,3.152288344,58-15-1,O=C1C(N(C)C)=C(C)N(C)N1C2=CC=CC=C2,9.0,25.0,https://doi.org/10.1016/j.cej.2014.01.049,cyclo,Aromatic & PAHs
82,Hydroxyl Radical,2.0,9.301029996,3352-57-6,[OH],6.0,,https://doi.org/10.1021/es4036094,alcohol,Oxygenated organics
83,Chlorine radical,3.0,9.477121255,24203-47-2,[Cl+],6.0,,https://doi.org/10.1021/es4036094,halogeneted,Halogenated organics
84,Benzanilide,0.021,-1.677780705,93-98-1,O=C(Nc1ccccc1)c1ccccc1,,25.0,https://doi.org/10.1021/acs.est.9b01446,benzene,Aromatic & PAHs
85,Ofloxacin,6800.0,3.832508913,82419-36-1,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,7.2,20.0,https://doi.org/10.1016/j.chemosphere.2017.08.171,alcohol,Oxygenated organics
86,"1,3,5-Trimethoxybenzene",563.0,2.750508395,621-23-8,COc1cc(OC)cc(OC)c1,7.0,20.0,,alcohol,Oxygenated organics
87,Ammonia,13000.0,4.113943352,7664-41-7,N,7.0,25.0,https://doi.org/10.1039/C8EW00062J,amine,Nitrogen-containing organics
88,Ascorbic acid,6000000.0,6.77815125,50-81-7,O=C1OC(C(O)CO)C(O)=C1O,7.0,22.0,https://doi.org/10.1039/C8EW00062J,diol,Polyfunctional / highly functionalized
89,Sodium sulfite,230000000.0,8.361727836,7757-83-7,O=S([O-])[O-].[Na+].[Na+],7.0,25.0,https://doi.org/10.1039/C8EW00062J,"sulfide, disulfide",Sulfur-containing organics
90,Thiosulfate,1800000000.0,9.255272505,7772-98-7,O=S([O-])([O-])=S.[Na+].[Na+],7.0,25.0,https://doi.org/10.1039/C8EW00062J,"sulfide, disulfide",Sulfur-containing organics
91,Sodium iodide,1100000000.0,9.041392685,7681-82-5,[I-].[Na+],7.0,25.0,"Kumar, K.; Day, R. A.; Margerum, D. W. Atom-transfer redox kinetics:? general-acid-assisted oxidation of iodide by chloramines and hypochlorite.?Inorg. Chem.1986,?25, 4344?4350.",halogeneted,Halogenated organics
92,Sodium bromide,1550.0,3.190331698,7647-15-6,[Br-].[Na+],7.0,25.0,"Kumar, K.; Margerum, D. W. Kinetics and mechanism of general-acid-assisted oxidation of bromide by hypochlorite and hypochlorous acid.?Inorg. Chem.1987,?26, 2706?2711.",halogeneted,Halogenated organics
93,cyanide,1220000000.0,9.086359831,1957/12/5,[C-]#N,7.47,25.0,"Fogelman, K. D.; Walker, D. M.; Margerum, D. W. Nonmetal redox kinetics:? hypochlorite and hypochlorous acid reactions with sulfite.?Inorg. Chem.1989,?28, 986?993.",halogeneted,Halogenated organics
94,Sodium nitrite,44000.0,4.643452676,7632-00-0,O=N[O-].[Na+],7.0,25.0,"Gerritsen, C. M.; Margerum, D. W. Non-metal redox kinetics:? hypochlorite and hypochlorous acid reactions with cyanide.?Inorg. Chem.1990,?29, 2757?2762.",amine,Nitrogen-containing organics
95,Sodium sulfite,760000000.0,8.880813592,7757-83-7,O=S([O-])[O-].[Na+].[Na+],7.0,25.0,"Margerum, D. W.; Schurter, L. M.; Hobson, J.; Moore, E. E. Water chlorination chemistry:? nonmetal redox kinetics of chloramine and nitrite ion.?Environ. Sci. Technol.1994,?28, 331?337.","sulfide, disulfide",Sulfur-containing organics
96,Microcystin-LR,33.0,1.51851394,101043-37-2,C=C1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=CC(C)=CC(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,8.0,20.0,https://doi.org/10.1016/j.cej.2015.10.111Get rights and content,diol,Polyfunctional / highly functionalized
97,Sulfamethoxazole,570.0,2.755874856,723-46-6,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,8.0,24.0,https://doi.org/10.1016/j.watres.2009.11.045,benzene,Aromatic & PAHs
98,Carbamazepine,35000.0,4.544068044,298-46-4,NC(=O)N1c2ccccc2C=Cc2ccccc21,8.0,24.0,https://doi.org/10.1016/j.watres.2009.11.045,benzene,Aromatic & PAHs
99,Atenolol,35000.0,4.544068044,29122-68-7,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,8.0,24.0,https://doi.org/10.1016/j.watres.2009.11.045,alcohol,Oxygenated organics
100,Ammonia,34000.0,4.531478917,7664-41-7,N,8.0,24.0,https://doi.org/10.1016/j.watres.2009.11.045,amine,Nitrogen-containing organics
101,Bromide,370.0,2.568201724,24959-67-9,[Br-],8.0,24.0,https://doi.org/10.1016/j.watres.2009.11.045,halogeneted,Halogenated organics
102,17α-Ethinylestradiol,340.0,2.531478917,57-63-6,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,8.0,24.0,https://doi.org/10.1016/j.watres.2009.11.045,cyclo,Aromatic & PAHs
103,(methylthio)acetate,,8.777789036,4455-13-4,CSCC(=O)[O-],,,10.1021/acs.inorgchem.6b03182,"sulfide, disulfide",Sulfur-containing organics
104,(N-methyl)-piperidine,,4.903089987,115217-20-4,CN1CCCCC1,,,doi.org/10.1016/j.watres.2012.06.006,pyridine,Heterocycles
105,"1,3-di-o-tolylguanidie",,7.414973348,85138-58-5,Cc1ccccc1NC(=N)Nc1ccccc1C,,,10.1016/j.jhazmat.2019.121590,benzene,Aromatic & PAHs
106,"1,3-diphenylguanidie",,6.612783857,102-06-7,N=C(Nc1ccccc1)Nc1ccccc1,,,10.1016/j.jhazmat.2019.121590,benzene,Aromatic & PAHs
107,17β-ethinylestradiol,,1.583983407,77538-56-8,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,,,10.1021/es040006e,halogeneted,Halogenated organics
108,17β-ethinylestradiol,,5.599394502,77538-56-8,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc([O-])ccc4[C@H]3CC[C@@]21C,,,10.1021/es040006e,halogeneted,Halogenated organics
109,1-methyl-2-mercaptoimidazole,,7.0,497855-90-0,Cn1ccnc1S,,,10.1088/0960-1317/11/5/326,"sulfide, disulfide",Sulfur-containing organics
110,"2,4,6-trichlorophenol",,1.108565024,1988/6/2,Oc1c(Cl)cc(Cl)cc1Cl,,,10.1021/es010076a,alcohol,Oxygenated organics
111,"2,4,6-trichlorophenolate",,1.10720997,89465-86-1,[O-]c1c(Cl)cc(Cl)cc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
112,"2,4-dibromophenolate",,2.477121255,59709-84-1,[O-]c1ccc(Br)cc1Br,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
113,"2,4-dichlorophenol",,2.481442629,1202864-83-2,Oc1ccc(Cl)cc1Cl,,,10.1021/es010076a,alcohol,Oxygenated organics
114,"2,6-dibromophenolate",,2.176091259,59709-84-1,[O-]c1c(Br)cccc1Br,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
115,"2,6-dichlorophenolate",,2.28780173,29726-01-0,[O-]c1c(Cl)cccc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
116,2-amino-butyric acid,,7.77815125,1219803-65-2,CCC(N)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
117,2-bromophenolate,,3.414973348,7003-65-8,[O-]c1ccccc1Br,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
118,2-chlorophenol,,3.383815366,1235439-85-6,Oc1ccccc1Cl,,,10.1021/es010076a,alcohol,Oxygenated organics
119,3-(4-hydroxyphenyl) propionic acid,,1.602059991,1261841-49-9,O=C(O)CCc1ccc(O)cc1,7.3,,10.1021/tx0155451,benzene,Aromatic & PAHs
120,"3,3'-dithiodipropionic acid",,5.204119983,1119-62-6,O=C(O)CCSSCCC(=O)O,,,10.1021/tx0155451,"sulfide, disulfide",Sulfur-containing organics
121,3-amino isobutyric acid,,7.854306042,857809-61-1,CC(CN)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
122,3-amino-butyric acid,,7.589949601,1219803-65-2,CC(N)CC(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
123,"3-dimethylamino-8,9-benzo phenoxazine chloride, MB+",,2.096910013,478299-27-3,C[N+](C)=c1ccc2nc3c(ccc4ccccc43)oc-2c1,,,OXIDATION OF PHENOXAZINE DYES,alcohol,Oxygenated organics
124,3-hydroxy (resorcinol),,6.133538908,91782-46-6,Oc1cccc(O)c1,,,10.1021/es010076a,alcohol,Oxygenated organics
125,"3-hydroxy-4,6-dichloro",,4.506505032,38730-66-4,Oc1cc(O)c(Cl)cc1Cl,,,10.1021/es010076a,alcohol,Oxygenated organics
126,"3-hydroxy-4,6-dichlorophenolate",,6.139046257,68957-70-0,[O-]c1cc(O)c(Cl)cc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
127,3-hydroxy-4-chloro,,5.155336037,856086-91-4,Oc1ccc(Cl)c(O)c1,,,10.1021/es010076a,alcohol,Oxygenated organics
128,3-hydroxy-4-chlorophenolate,,5.155336037,85940-53-0,[O-]c1ccc(Cl)c(O)c1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
129,3-hydroxy-5-methyl (resorcinol),,5.71432976,21269-88-5,Cc1cc(O)cc(O)c1,,,10.1021/es010076a,benzene,Aromatic & PAHs
130,3-hydroxyphenolate,,7.097118374,30008-10-7,[O-]c1cccc(O)c1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
131,"3-oxido-4,6-dichlorophenolate",,7.771587481,68957-70-0,[O-]c1cc([O-])c(Cl)cc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
132,3-oxido-4-chloro,,7.804139432,154419-01-9,[O-]c1cc(O)ccc1Cl,,,10.1021/es010076a,benzene,Aromatic & PAHs
133,3-oxido-4-chlorophenolate,,7.828015064,85940-53-0,[O-]c1ccc(Cl)c([O-])c1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
134,3-oxido-5-methylphenolate,,8.62324929,93839-63-5,Cc1cc([O-])cc([O-])c1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
135,3-oxidophenolate,,8.06069784,1240526-29-7,[O-]c1cccc([O-])c1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
136,4-amino butyric acid,,7.878521796,1219803-65-2,NCCCC(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
137,4-bromophenolate,,3.361727836,7003-65-8,[O-]c1ccc(Br)cc1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
138,4-chlorophenol,,3.418073408,1235439-85-6,Oc1ccc(Cl)cc1,,,10.1021/es010076a,alcohol,Oxygenated organics
139,4-chlorophenolate,,3.336459734,85940-53-0,[O-]c1ccc(Cl)cc1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
140,4-cyanophenol,,1.927370363,1025089-21-7,N#Cc1ccc(O)cc1,,,10.1021/es010076a,benzene,Aromatic & PAHs
141,4-imidazoleacetic acid,,5.079181246,90167-43-4,O=C(O)Cc1c[nH]cn1,7.3,,10.1021/tx0155451,halogeneted,Halogenated organics
142,4-iodophenol,,3.303196057,1021325-54-1,Oc1ccc(I)cc1,,,10.1021/es010076a,alcohol,Oxygenated organics
143,4-methyl (p-cresol),,4.432969291,84989-04-8,Cc1ccc(O)cc1,,,10.1021/es010076a,benzene,Aromatic & PAHs
144,4-methylphenolate,,4.432969291,93839-63-5,Cc1ccc([O-])cc1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
145,4-n-nonylphenol,,0.117271296,84852-15-3,CCCCCCCCCc1ccc(O)cc1,,,10.1021/es040006e,benzene,Aromatic & PAHs
146,4-n-nonylphenol,,4.875061263,84852-15-3,CCCCCCCCCc1ccc([O-])cc1,,,10.1021/es040006e,benzene,Aromatic & PAHs
147,"7-amino-3-diethylamino-8,9-benzo phenoxazine chloride, NB+",,3.710963119,478299-27-3,CC[N+](CC)=c1ccc2nc3c(cc(N)c4ccccc43)oc-2c1,,,OXIDATION OF PHENOXAZINE DYES,alcohol,Oxygenated organics
148,Acetamidine,,2.113943352,144757-44-8,CC(=N)N,7.3,,10.1021/tx0155451,alkane,Aliphatic hydrocarbons
149,acetaminophen-dissociated,,3.84509804,462631-86-3,CC(=O)Nc1ccc([O-])cc1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
150,Ala,,4.73239376,61043-68-3,CC(N)C(=O)O,7.3,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
151,Amoxicillin (AMX),,5.579783597,2088960-43-2,CC1(C)S[C@@H]2[C@H](NC(=O)C(N)c3ccc([O-])cc3)C(=O)N2[C@H]1C(=O)O,,,10.1016/j.cej.2013.02.024,"sulfide, disulfide",Sulfur-containing organics
152,Amoxicillin (AMX),,7.301029996,2088960-43-2,CC1(C)S[C@@H]2[C@H](NC(=O)C(N)c3ccc([O-])cc3)C(=O)N2[C@H]1C(=O)[O-],,,10.1016/j.cej.2013.02.024,"sulfide, disulfide",Sulfur-containing organics
153,Amoxicillin (AMX),,4.414973348,2088960-43-2,CC1(C)S[C@@H]2[C@H](NC(=O)C([NH3+])c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,,,10.1016/j.cej.2013.02.024,"sulfide, disulfide",Sulfur-containing organics
154,Amoxicillin (AMX),,4.414973348,2088960-43-2,CC1(C)S[C@@H]2[C@H](NC(=O)C(N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,,,10.1016/j.cej.2013.02.024,"sulfide, disulfide",Sulfur-containing organics
155,Atenolol,,-1.886056648,1202864-50-3,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,7.0,,10.1016/j.watres.2009.11.045,alcohol,Oxygenated organics
156,Atenolol,,4.544068044,1202864-50-3,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,,,10.1016/j.watres.2009.11.045,alcohol,Oxygenated organics
157,bromochloroacetamide,,1.460730839,62872-34-8,NC(=O)C(Cl)Br,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
158,Bromochloroacetonitrile,,-1.045757491,83463-62-1,N#CC(Cl)Br,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
159,bromodichloroacetamide,,2.074125374,98137-00-9,NC(=O)C(Cl)(Cl)Br,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
160,Bromodichloroacetonitrile,,0.577236408,60523-73-1,N#CC(Cl)(Cl)Br,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
161,bromoiodoacetamide,,1.09594384,62872-36-0,NC(=O)C(Br)I,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
162,carbimazole,,6.84509804,22232-54-8,CCOC(=O)n1ccn(C)c1=S,,,doi.org/10.1016/j.watres.2012.06.006,"sulfide, disulfide",Sulfur-containing organics
163,carnosine,,5.204119983,9023-61-4,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,7.4,,10.1021/acs.chemrestox.8b00363,halogeneted,Halogenated organics
164,carnosine,,5.079181246,9023-61-4,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,7.0,,10.1021/acs.chemrestox.8b00363,halogeneted,Halogenated organics
165,carnosine,,5.255272505,9023-61-4,NCCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)O,8.0,,10.1021/acs.chemrestox.8b00363,halogeneted,Halogenated organics
166,catechin,,5.397940009,52891-13-1,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,,,10.1016/j.tiv.2012.04.010,alcohol,Oxygenated organics
167,chloroiodoacetamide,,1.160535223,62872-35-9,NC(=O)C(Cl)I,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
168,chlorotetracycline,,5.580924976,7301-38-4,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c([O-])ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,,,10.1016/j.watres.2010.11.039,halogeneted,Halogenated organics
169,chlorotetracycline,,7.238046103,7301-38-4,C[NH+](C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,,,10.1016/j.watres.2010.11.039,halogeneted,Halogenated organics
170,Ciprofloxacin,,5.880813592,93398-92-6,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,7.0,,10.1016/j.chemosphere.2008.08.033,benzene,Aromatic & PAHs
171,cysteine,,8.817741873,114507-35-6,N[C@@H](CS)C(=O)O,,,10.1016/j.freeradbiomed.2014.04.024,halogeneted,Halogenated organics
172,dibromoacetamide,,1.356450803,598-70-9,NC(=O)C(Br)Br,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
173,dibromoacetonitrile,,-1.36878178,3252-43-5,N#CC(Br)Br,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
174,dibromochloroacetamide,,2.125842576,855878-13-6,NC(=O)C(Cl)(Br)Br,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
175,Diethyl selenodiglycolate,,7.84509804,609-09-6,CCOC(=O)COCC(=[Se])OCC,,,10.21577/0103-5053.20200009,diol,Polyfunctional / highly functionalized
176,diethylethanolamine,,5.146128036,53404-34-5,CCN(CC)CCO,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
177,dimethylethanolamine,,4.477121255,287476-09-9,CN(C)CCO,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
178,Dithiodiglycolic acid,,5.342422681,505-73-7,O=C([O-])C(O)SSC(O)C(=O)[O-],,,10.1021/acs.inorgchem.6b03182,"sulfide, disulfide",Sulfur-containing organics
179,enrofloxacin,,2.707570176,1219795-24-0,CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,7.0,,10.1016/j.chemosphere.2008.08.033,cyclo,Aromatic & PAHs
180,epigallocatechin galate,,5.698970004,121958-00-7,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,,,10.1016/j.tiv.2012.04.010,benzene,Aromatic & PAHs
181,estriol,,0.683047038,1417721-33-5,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,,,10.1021/es040006e,halogeneted,Halogenated organics
182,estriol,,5.551449998,1417721-33-5,C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,,,10.1021/es040006e,halogeneted,Halogenated organics
183,estrone,,0.572871602,53-16-7,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,,,10.1021/es040006e,halogeneted,Halogenated organics
184,Ethyl guanidine,,1.278753601,7762-35-8,CCNC(=N)N,7.3,,10.1021/tx0155451,alkane,Aliphatic hydrocarbons
185,ethylamine,,8.29666519,4442-90-4,CCN,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
186,ethyl-di-ethanolamine,,4.204119983,133827-62-0,CCN(CCO)CCO,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
187,glutathione,,8.093421685,37256-48-7,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,,,10.1016/j.freeradbiomed.2014.04.024,halogeneted,Halogenated organics
188,Gly,,7.859738566,486449-24-5,NCC(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
189,Gly,,5.0,486449-24-5,NCC(=O)O,7.3,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
190,glycinamide,,6.633468456,888498-22-4,NCC(N)=O,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
191,iso-butylamine,,8.195899652,78-81-9,CC(C)CN,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
192,Isochlortetracycline,,4.037426498,89835-80-3,C[NH+](C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C(=O)CC(C3(C)OC(=O)c4c([O-])ccc(Cl)c43)CC12,,,10.1016/j.watres.2010.11.039,alcohol,Oxygenated organics
193,Isochlortetracycline,,7.559906625,89835-80-3,C[NH+](C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(=O)CC(C3(C)OC(=O)c4c(O)ccc(Cl)c43)CC12,,,10.1016/j.watres.2010.11.039,alcohol,Oxygenated organics
194,iso-propylamine,,8.274157849,1219798-50-1,CC(C)N,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
195,lornoxicam,,3.633468456,106820-59-1,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,,,10.1080/10715760310001659404,"sulfide, disulfide",Sulfur-containing organics
196,meloxicam,,4.230448921,1309936-00-2,Cc1cnc(N/C(O)=C2/C(=O)c3ccccc3S(=O)(=O)N2C)s1,,,10.1080/10715760310001659404,"sulfide, disulfide",Sulfur-containing organics
197,methionine,,8.188288479,116155-75-0,CSCC[C@H](N)C(=O)O,,,10.1016/j.freeradbiomed.2014.04.024,"sulfide, disulfide",Sulfur-containing organics
198,methylamine,,8.447158031,1449-70-3,CN,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
199,methyl-di-ethanolamine,,3.806179974,133827-62-0,CN(CCO)CCO,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
200,Metoprolol,,-1.853871964,959786-79-9,COCCc1ccc(OCC(O)CNC(C)C)cc1,7.0,,10.1016/j.chemosphere.2008.08.033,alcohol,Oxygenated organics
201,microcystin-LR,,2.079181246,138234-57-8,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,,,10.1021/es5030355,diol,Polyfunctional / highly functionalized
202,Monochlorodimedon,,6.556302501,7298-89-7,CC1(C)CC(=O)C(Cl)C(=O)C1,7.3,,10.1021/tx0155451,benzene,Aromatic & PAHs
203,monoiodoacetamide,,0.605065501,144-48-9,NC(=O)CI,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
204,"N,N-dimethylglycine",,4.698970004,74870-79-4,CN(C)CC(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
